,Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
133,St. Lucia,LCA,579629629.62963,613703703.703704,674074074.074074,684814814.814815,713703703.703704,762962962.962963,788888888.888889,805925925.925926,877407407.407407,921851851.851852,932592592.592592,892592592.592592,900000000.0,987407407.407407,1066666666.66667,1135555555.55556,1268319185.18519,1336088814.81481,1437731111.11111,1401507888.88889,1486758037.03704,1576988407.40741,1605146777.77778,1664816740.74074,1755130814.81481,1808079888.88889,1865513444.44444,1996771444.44444,2065127259.25926,2118791555.55556,1616772740.74074
134,Latin America & Caribbean,LCN,1107710184716.12,1189322538003.51,1298588795308.74,1506891388934.14,1769013904328.0,1921483902218.85,2079134079244.1,2279341246887.16,2299992549284.0,2075437076988.71,2291889370137.98,2242579744921.55,2013414038665.23,2054273280275.0,2367829423753.77,2863236445710.96,3355801570060.71,3953553371385.31,4594255691385.77,4318352267558.78,5353326525498.75,6086927015359.73,6150388245718.36,6303267059984.89,6426942883850.93,5370990480732.59,5249213832711.26,5830526163632.21,5703878670404.77,5627255688192.71,4725519821856.69
135,Least developed countries: UN classification,LDC,163597934211.402,171363646772.312,169905955336.95,186880222618.83,196268323117.068,241534846473.573,280744320545.439,326183968750.833,389890520859.304,483807667772.364,577536126761.447,657565006277.319,907178932148.593,1317046350170.62,1723467571486.65,2207723501141.52,2876424708323.65,4020056078965.54,5482519735715.47,6176600092573.49,7236520774965.33,8655310962811.41,870580046892.79,893206045691.902,962291144015.947,944897315877.779,934969388327.575,1024343546809.85,1062085616749.24,1105828102660.32,1112301339068.53
136,Low income,LIC,110823260856.136,114897304306.619,110986561919.957,116349832748.394,114707600090.941,129412255515.887,143503523630.588,154208479208.106,158155259913.526,160838262761.954,188099299302.764,187902601486.307,201433046948.836,220121300324.653,258219889893.08,307883081469.424,356947473931.248,429942780348.684,514962385895.592,520947505542.22,577168675459.667,403234822822.694,383756014291.367,394766401791.618,422749913704.269,416827653898.75,385815187958.19,407990012215.498,424435637009.26,446839372323.894,457643836483.165
138,Sri Lanka,LKA,8032551173.24014,9000362581.58086,9703011635.86585,10338679635.7616,11717604208.8223,13029697560.9756,13897738375.2488,15091913883.7091,15794972847.1683,15656327859.5696,16330814179.9766,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2985,24405791044.7761,28279814924.5918,32350248410.8216,40713812309.7316,42066217871.5349,56725749221.9043,65292753005.4665,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,87428128123.7209,87963042340.8379,83990946939.4651,80676681933.978
139,Lower middle income,LMC,1046423851937.79,993377823030.367,1061797466317.96,1086808564420.04,1186555543072.15,1363231699130.46,1536105034689.99,1604146999254.12,1535030033974.11,1729660503314.66,1870859826033.34,1988325167043.8,2324346905346.6,2949807886326.91,3617070893499.68,4401304215421.39,5485175869999.13,7230738763541.2,9071063641978.46,9831787475921.58,11735513080323.0,13781143474682.0,6285421589981.81,6343694020447.03,6583432656029.65,6458585149777.88,6737458245945.12,7246520795601.96,7346924046154.44,7735772656431.27,7384772400818.06
140,Low & middle income,LMY,3739353626232.77,3608794564332.41,3787979605534.88,4078882576153.18,4493826472744.56,5085138084412.21,5585805439528.49,5939663183033.94,5823078215660.06,5791160393174.38,6364897970619.4,6506916816760.19,6893912940506.03,8065441188389.95,9745216897258.87,11766494780220.3,14226816501985.7,18075588222606.5,22291337442397.0,22567539367990.7,27143978622584.6,32077613044283.1,25826217907666.1,27316860781704.3,28224468593953.1,26795927102275.7,26943962906778.5,29594782323029.9,31411239801225.4,32218673113471.3,30991171994192.0
141,Lesotho,LSO,596415104.549144,704329192.771521,831033941.093969,835592802.276831,878250450.602681,1001889856.91048,946123275.88212,997996028.645833,928458205.958432,912771290.61298,887295267.875155,825706961.238689,775780697.676625,1157832934.55127,1511236655.52047,1682350934.85132,1800105589.60349,1682016947.22798,1766825412.77296,1740830510.87482,2234731973.55119,2579421686.24912,2477702252.80078,2367113170.00373,2441053175.70743,2359759799.04224,2114323793.98266,2306843528.52853,2514146887.91664,2366213068.57507,1875227642.47384
142,Late-demographic dividend,LTE,1946877337292.35,1962668917976.54,2010046974384.65,2094205388275.3,2433553893438.85,3016058496496.86,3326514565640.34,3483089448830.87,3353405024079.37,3098743575690.67,3402666635829.76,3517386354505.58,3727667418995.22,4246849627151.31,5106248595258.33,6162939672286.76,7437913382719.21,9370862110648.88,11647616055831.1,11255941488095.6,13502132102916.3,16452509381141.5,17598957474090.2,18967644032580.4,19689758374414.3,18462701729536.9,18510516644486.3,20540999218256.1,22520234547004.3,22946895238179.1,22424057107160.4
144,Luxembourg,LUX,12778792853.6939,13834219728.293,15518702634.8808,15925521222.0149,17701798890.7644,20853093869.7318,20895314657.9805,19563836265.2233,20150053345.1878,21891923076.9231,21177470978.4411,21369028187.9195,23537637869.377,29601904063.2054,35000480506.5806,37658234050.4912,42874225316.7733,51521903914.5907,58604890874.469,54252213114.7541,56159192758.3285,61615545000.3597,59779802783.3455,65184744717.028,68713294386.2129,60047430684.2639,62174650367.2216,65549868206.9418,71250208995.6425,70195715495.5136,73353132793.7076
146,"Macao SAR, China",MAC,3246477995.26244,3765226190.92238,4914391079.11142,5665570560.77112,6311194301.7223,7046110595.14546,7176892950.39164,7267563602.6231,6797764074.79822,6547629474.84328,6774193548.3871,6860272608.45211,7371723056.2402,8246521717.44876,10643215078.1581,12160002995.8433,14874147024.2708,18439876056.1978,21027044550.5667,21587740941.5979,28241858488.9155,36845925519.4433,43189526777.5567,51536304807.6803,54903031137.7096,45047964934.2517,45070605746.0194,50440941938.6992,55284360483.1217,55204758069.5124,25586111076.3415
148,Morocco,MAR,30180108561.9305,32285388165.2999,33711069430.78,31655473663.8348,35604137422.5796,39030285468.3841,43161452678.4383,39147844526.0838,41806219378.6181,41632027599.8531,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092,119870439113.662,114725065285.149
151,Madagascar,MDG,3931334870.74964,3254713056.02171,3714967007.18602,4063298919.2868,3522226902.75861,3838101052.21232,4931861239.07864,4262965281.5836,4401967499.25594,4277903780.29131,4629247090.97816,5438332738.10373,5351701534.15801,6372498719.84613,5064732715.72615,5859269849.14523,6395712392.23682,8524620739.24074,10725137930.8518,9616879571.44509,9982711338.11125,11551819617.6416,11578974887.9668,12423555269.3948,12522957228.1618,11323020828.5844,11848613735.1908,13176313593.5418,13760033096.5122,14104664514.87,13056079982.3887
152,Maldives,MDV,215043969.849246,244396761.92334,284874919.577641,322417837.161971,356013395.70854,398988954.970263,450382327.952421,508223602.378929,540096397.621071,589239753.610875,624337145.284622,870030468.628748,897031250.0,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875.0,2588176054.6875,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4109424799.72407,4379136461.83077,4754175869.24027,5300962659.51088,5607762625.14627,3742769967.42798
153,Middle East & North Africa,MEA,800911182301.428,560573035816.546,612529655573.133,621840913800.168,655962738349.151,739588171284.806,836065935091.983,879599564823.738,860090776003.04,933774267042.785,1046434254163.88,1041162611033.59,1035735994986.57,1148509587312.34,1356617397313.43,1632556868324.53,1908023340461.54,2259022414899.0,2817719844703.17,2546940628329.36,2964377823720.26,3277957921954.36,3546548065348.39,3497272679138.25,3512645781818.04,3085219089744.76,3095451385571.26,3215246115089.81,3356566979106.12,3394420465551.83,3026265065371.47
154,Mexico,MEX,261253582805.945,313142768453.485,363157598242.27,500736065605.341,527813238126.278,360073909243.855,410975595310.156,500413483109.175,526502129378.284,600232874042.927,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222408203104.3,1269433932805.91,1073915880822.5
155,Marshall Islands,MHL,78476000.0,82507000.0,91063000.0,99461000.0,108071000.0,120230000.0,110858000.0,110705600.0,112279400.0,114326300.0,115347500.0,122824000.0,131738200.0,131398500.0,132440200.0,136559500.0,141515800.0,148346700.0,151898900.0,149769600.0,160407100.0,172188500.0,180436300.0,184840400.0,182142800.0,183814300.0,201510900.0,213204100.0,221588900.0,239462200.0,244462400.0
156,Middle income,MIC,3631677195835.57,3497708542135.94,3680375488405.52,3965924702218.65,4381570526677.77,4958460950499.3,5445446673923.38,5788966513027.49,5669090950632.15,5634836397074.38,6182937909715.09,6324853139563.8,6698900500682.19,7851596404955.25,9493965164930.53,11466715614840.3,13878450529347.7,17654675401285.8,21786298694735.3,22056618142682.8,26576330926057.8,31671307128125.6,25443025238241.2,26922118067747.4,27802360224685.0,26380350797716.6,26558023228732.3,29186000510333.6,30985606994094.4,31771082836908.0,30535343464998.7
157,North Macedonia,MKD,4699646643.10954,4938775510.20408,2436849341.97604,2682456896.55172,3559607241.25816,4707036096.48961,4642018353.67211,3912986090.97363,3765747304.98681,3863621185.97303,3772857145.0248,3709637829.94866,4018365247.44444,4946292774.79046,5682788267.12865,6258600713.82627,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12683070061.4695,12606338448.547,12263710122.7645
158,Mali,MLI,2681959313.15654,2724101610.71922,2830692638.55831,2818306753.77878,2081864106.44813,2706416623.0592,2780435256.96413,2697102921.51387,2920367497.07602,3440743431.84883,2961476518.21292,3468327017.34025,3908139486.81726,4714051055.35437,5454228770.812,6247496491.29462,6905876385.35306,8156532185.6131,9838404004.93274,10232036863.4247,10689167195.3375,12995113407.2335,12442036265.1484,13242691429.5942,14364937996.8661,13104764333.9941,14026048690.7312,15365714371.3316,17070866299.0945,17280251193.9527,17465392915.9153
159,Malta,MLT,2547163582.33149,2750041434.26295,3021910216.71827,2709178326.78271,2998570146.54095,3720400535.01945,3822882801.33397,3793418418.41842,4010571223.3396,4121350731.81231,4069515579.07114,4088368978.34589,4470446391.44639,5448415500.17071,6098092551.07125,6416184181.07201,6778324049.68009,7925371475.49959,9090406767.24769,8696366907.4743,9035932122.49768,9638916481.06904,9462238211.48657,10551661176.7831,11626281387.0068,11091434483.5238,11721521912.7202,13221298307.8894,14864712990.1631,15215714309.0974,14647384607.604
160,Myanmar,MMR,21227553396.7079,27189628555.5973,35595770695.8,49621391105.4865,68807734001.2348,94641791001.6316,119005918874.613,155211910339.536,214066045824.676,303064945973.11,370265563525.877,453485739700.801,682950076307.463,1064512391644.48,1430455030916.25,1859638259240.5,2470134941297.48,3529710372326.38,4884300503549.94,5584240602235.38,6572498226863.35,7899425952188.79,113590973920.203,60572254371.4731,63264891867.054,63045306513.9323,60291738934.7783,61449391917.1299,67144726167.9303,68697761477.1818,79852046610.9676
161,Middle East & North Africa (excluding high income),MNA,507139807872.787,262770938785.449,289371637240.769,297115312194.621,318544655265.223,371194030846.822,427896468010.388,452410538638.589,461255140911.52,501592716549.255,532013694132.4,537954639517.417,523457403293.931,571741701363.921,679294294233.768,802026607192.594,929931228587.298,1139887382226.52,1407365033003.49,1372557462068.68,1579524587809.95,1565628375271.21,1699939010902.07,1571815091867.65,1547656462442.83,1385866266853.23,1403896677724.43,1384689900925.74,1320216563622.83,1343535630261.11,1195745981528.4
163,Mongolia,MNG,2560785660.0,2379018326.31579,1317611863.84977,768401634.154573,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440248.9783,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86852,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11619892396.0767,11181350461.4723,11480847745.3187,13178094459.4548,14206359006.8095,13312981594.573
166,Mauritania,MRT,1506914407.82331,2133688270.32436,2164292208.16528,1847350611.72458,1944876755.00708,2091731420.68923,2132081881.91398,2072001066.8212,2032345831.83005,1985924386.91448,1779523344.34106,1746064718.79169,1777058592.98812,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346206808.54026,5206444406.66154,4714592492.92972,5628882266.37767,6764635686.79345,6728208836.22143,7223063169.72749,6592537781.81518,6166857628.62212,6398744505.08129,6799075418.99441,7354430040.11966,7889662452.16785,7913680231.1828
167,Mauritius,MUS,2653480001.34558,2856890680.60285,3224267547.80508,3263368410.01813,3558137040.37772,4040345933.2923,4421943910.49749,4187367601.73431,4169664285.38681,4343710332.80658,4663313620.01707,4613630622.77501,4841310239.63687,5816553826.85519,6578844486.06288,6488750452.60067,7028803365.70151,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459,14181951058.5129,14045808843.221,10920606197.6928
168,Malawi,MWI,1880771556.30474,2203545856.66893,1799517081.56412,2070636935.58644,1181802596.03498,1397457932.30697,2281034131.36493,2663234933.89767,1750584265.28754,1775921718.10534,1743506531.32652,1716502862.2954,3495748397.63025,3208837077.25069,3476094498.87517,3655909664.1423,3998020176.67364,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,8943543677.18899,9880675785.93057,11025357837.607,12182348212.7073
169,Malaysia,MYS,44024178343.0071,49143148094.2683,59167550162.956,66894837030.4184,74478356957.7808,88705342902.7113,100855393910.486,100005323301.867,72167498980.8398,79148421052.6316,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534102611.497,162691238209.476,193547824063.3,230813897715.69,202257625195.063,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354803994.367,301255380276.258,319112136545.438,358791603677.728,365276282438.141,337006066373.26
170,North America,NAC,6558665950908.47,6770092083643.19,7114394589252.92,7437550121856.44,7867242439537.61,8245811373433.4,8704363777972.13,9235474283855.56,9699948950000.0,10312400831271.1,11000599098931.6,11324483674355.4,11701005616098.0,12357971049634.8,13244904088278.2,14214616964778.7,15140020223591.0,15927446063783.3,16272813774721.7,15830214167157.3,16616030620486.3,17342220425174.5,18031752018521.6,18637912373835.0,19339327561439.9,19801463926217.1,20279970339907.4,21199387143244.1,22340938595869.6,23182285203906.0,22544625986481.3
171,Namibia,NAM,2789944497.95827,2996885561.14873,3429538534.36185,3251230620.92603,3666501464.45871,3978497753.02583,3989208661.87519,4154955685.76389,3873098656.00637,3868541599.14887,3922247989.85562,3557333364.30795,3349184760.02543,4926471294.30116,6609198832.76313,7248394160.35502,8001779551.06323,8839526451.57632,8607475308.11833,8938868165.39165,11431334447.4305,12523402328.7671,13042007432.4489,12043276397.1652,12435416060.2791,11335179562.0211,10721994676.6562,12895153160.466,13682062249.2236,12496781719.7752,10619194505.3543
173,Niger,NER,3512356353.0798,3285796979.79737,3386232592.01834,3052673622.85839,1938058161.25116,2302537682.18029,2405687081.12795,2290318800.33457,2643363406.97664,2537790022.73535,2241753120.21267,2448714680.56221,2782192986.95772,3394084884.67098,3760443965.72976,4383315656.99096,4756361479.98873,5731485267.33492,7297600896.86099,7352131669.2941,7851191899.3408,8772951261.81807,9426913349.22319,10224897934.722,10862944203.5591,9683867893.68343,10398862244.9737,11185102399.5762,12808660528.0617,12916455161.1081,13741378450.136
174,Nigeria,NGA,54035795388.0915,49118433047.5318,47794925814.7558,27752204320.0883,33833042987.7582,44062465800.1706,51075815092.5,54457835193.4927,54604050168.1818,59372613485.6576,69448756932.5833,74030364472.0506,95385819320.5737,104911947834.122,136385979322.437,176134087150.341,236103982431.635,275625684968.615,339476215683.592,295008767295.038,361456622215.721,404993594133.582,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769,432293776262.398
175,Nicaragua,NIC,1009455483.87097,1488804123.71134,1792800000.0,1756454248.36601,3863185119.04762,4140470000.0,4308351902.78601,4389965590.96538,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763418645.81377,7423421958.4248,8496946608.23151,8298679908.55232,8758592272.10579,9774262741.75783,10532006608.1447,10982979274.1922,11880434070.7811,12756706583.3113,13286083644.8761,13785876629.3189,13025239912.2751,12611218627.0632,12621505382.6062
176,Netherlands,NLD,318330511920.61,327500327675.625,362962872180.451,353550169672.52,379130260322.073,452301674444.139,450490196078.431,416812740004.518,438008220395.468,446898572341.786,416442786069.652,431213422818.792,471613965744.401,578792325056.433,657171591755.649,685092650167.89,733340860619.747,847481522036.682,947997656364.435,868077243678.8,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913597086062.599,910194347568.626,913865395789.886
177,Norway,NOR,119791683307.507,121872464483.487,130838040067.584,120579072750.596,127131461119.927,152029612324.788,163520109150.671,161356631888.484,154163364302.66,162284465073.341,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000.0,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,405510000000.0,362522347110.364
178,Nepal,NPL,3627562402.66027,3921476084.89072,3401211581.29176,3660041666.66667,4066775510.20408,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,21621710002.5111,21703106502.4926,22162208956.0893,22731602969.6861,24360795410.1597,24524098184.4236,28971589213.134,33111525182.7133,34186180694.9285,33657175561.329
180,New Zealand,NZL,45495129385.0475,42745329732.163,41649829859.6342,46775620817.4327,55314732279.1379,63918703506.9075,70140835299.0148,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133131369930.414,121373602348.679,146517541181.254,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188943457301.474,206950600690.395,212225726657.864,212891048340.608,210700848973.509
181,OECD members,OED,18798023223111.9,19895938493194.6,21398668236916.1,21690689924186.6,23274311299271.8,25657405842625.4,25873278788541.1,25478427046034.2,25739267938413.6,27030874196401.1,27613249819170.0,27359743820857.4,28530594978307.6,31929301935405.7,35546119817019.5,37600104867063.1,39668032523351.1,43407506423619.6,46011593222716.5,43071862273948.3,45189146600132.4,48610827426814.3,48580091683230.4,49230642034494.2,50263889809025.4,47463898846647.9,48397984326277.6,50501618709816.2,53465599782252.1,53983534015764.8,52336889834245.6
182,Oman,OMN,11685045513.6541,11341482444.7334,12452275682.7048,12493107932.3797,12918855656.697,13802600780.2341,15277763328.9987,15837451235.3706,13996914596.1361,15593456122.4936,19507452508.0656,19452000475.6183,20142756174.721,21633708220.0073,24763713000.6005,31081991724.7852,37215779655.5935,42085379489.0497,60905452457.928,48388363516.4273,56913065779.2588,67871907375.4484,76511069704.3228,78555622509.2653,80686929102.1927,68420257566.6036,65441278668.2947,70585606843.7797,79788768968.949,76331518668.5771,64648393044.3896
183,Other small states,OSS,54434614979.3292,56052410087.3532,61143960082.3345,58226834949.542,60908208891.8952,70232782348.0007,73995136553.2704,76863051371.564,75292616832.644,80948689717.0992,91409484061.6567,90943070776.2403,98114311646.0008,122145547137.782,151573297104.561,183626997445.752,215785894153.758,264055704494.688,323026840855.028,277199129949.167,322471061693.29,396935260715.642,414204036938.197,432280813993.555,446198800396.374,369944240893.982,365871050813.934,398011979849.432,441549513063.081,432772412402.879,375853309054.965
184,Pakistan,PAK,40010423970.4576,45625234697.7094,48884606848.1265,51809949334.2396,52293456906.2665,60636022422.6176,63320122807.1223,62433300338.0941,62191955814.3478,62973855718.8874,82017743416.2841,79484403984.8849,79904985384.8652,91760542940.0717,107759683863.123,120055291992.938,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177165635077.065,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69,304567253219.097,314567541558.339,279056608888.638,262610002938.509
185,Panama,PAN,6433967000.0,7074675500.0,8042337700.0,8782585400.0,9365289800.0,9573813700.0,9870494000.0,10677286100.0,11575486400.0,12130252200.0,12304115000.0,12502013400.0,12994310400.0,13693981200.0,15013381700.0,16374393900.0,18141666300.0,21295984230.2564,25155888616.322,27116635565.1742,29440287581.2675,34686224301.1773,40429734384.2184,45599994004.8873,49921464365.3204,54091713775.5634,57907695408.9392,62202725204.4646,64929409212.4566,66984427150.321,53977036995.1729
186,Peru,PER,26410386669.3609,34341465998.2003,35966302303.263,34832077220.8537,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222574697255.522,228470919605.669,202014363787.233
187,Philippines,PHL,50508286643.0184,51784207132.1246,60422309296.9827,62036625222.9655,73159245524.4651,84644220102.0732,94648084428.8235,94106183450.2675,74492325247.0657,85640133799.7951,83669693589.1547,78921234457.233,84307291974.4733,87039145965.0093,95002028504.6908,107419961717.119,127652859201.489,155980378252.863,181624577153.97,175974711591.53,208368726860.828,234216930369.373,261920509949.785,283902728259.788,297483247100.855,306446140627.933,318626761492.305,328480867143.204,346842094174.513,376823278560.849,361489325230.731
189,Papua New Guinea,PNG,3219730364.99623,3787394957.98319,4377980510.05598,4974550286.18152,5502786069.65174,4636057476.42568,5155311077.38998,4936615298.79367,3789443014.61662,3477038204.01733,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8355006706.57899,9545177014.1301,11670840931.8173,11619637798.991,14250755231.1257,17984910501.8979,21295659243.6168,21261432791.2675,23210682538.3928,21723531173.2409,20759069103.0961,22742613553.6879,24109509852.7402,24751344552.2057,24668899683.4299
190,Poland,POL,65977749036.9844,85500935934.9901,94337050693.2727,96045645026.178,110803391516.698,142292783505.155,160193242090.427,159357789772.207,174685791563.561,170031005016.259,172219461126.067,190905493539.168,199072058823.529,217827260805.842,255110181539.808,306144336269.51,344622003093.581,429028505365.078,533609081852.897,439737508413.192,479834179020.33,528301269069.799,498523568248.119,521016262734.924,542477096211.761,477811911394.084,472630364208.177,526508877305.321,587411745161.558,597280564671.563,596624355719.671
191,Pre-demographic dividend,PRE,370432375180.335,166913738350.261,159677480849.897,143927245588.541,135081646633.751,173691365764.746,192628355976.812,212232212544.6,219065009279.444,239512005441.084,277419401595.619,265114006547.763,303920782985.184,330242765211.088,412310042039.734,514675134383.609,647419961228.13,783963867979.878,981864488035.888,891299385483.316,1037283083168.18,1199072749199.73,1305769636134.07,1435149414936.55,1496754137523.49,1316968983469.14,1204223295262.9,1257565465525.83,1343501305008.34,1406202851207.05,1291170763951.99
192,Puerto Rico,PRI,30603919000.0,32287031000.0,34630430000.0,36922456000.0,39690630000.0,42647331000.0,45340835000.0,48187039000.0,54086400000.0,57841000000.0,61701800000.0,69208400000.0,71623500000.0,74827400000.0,80322313000.0,83914521300.0,87276164400.0,89524131600.0,93639300000.0,96385600000.0,98381300000.0,100351700000.0,101564800000.0,102450000000.0,102445800000.0,103375500000.0,104336700000.0,103445526000.0,100925000000.0,104914600000.0,103138300000.0
194,Portugal,PRT,78713860216.5659,89233599278.4792,107592098307.098,95009751901.2592,99688641304.3478,118122007430.012,122630089680.27,117016535162.95,123946327916.296,127427343916.471,118310710337.203,121498889485.459,134156091661.961,164862142212.19,189034502110.752,197180330804.626,208581694893.991,240190803449.22,262344779551.78,243701635176.438,237880908317.652,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894,220811110492.149,242194788533.537,239986922638.902,228539245045.341
195,Paraguay,PRY,5812114523.02702,6984367762.90371,7157424031.06045,7249533620.30614,7870982004.8195,9062131475.02318,9788391780.52421,9965225678.05093,9260481572.42462,8837070235.51892,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856270473.153,24616537618.2325,22355601273.3545,27237782849.6908,33756238766.5,33296438306.4747,38651334287.6732,40377987208.689,36211372702.8085,36089550659.0914,38997129473.5558,40225448340.6322,37906944074.6128,35670301496.1061
197,Pacific island small states,PSS,2351149203.55072,2500506858.12324,2742975773.98332,2907993100.14897,3426022249.72907,3716833627.37317,3978702321.32481,3985636450.96541,3413029075.30195,3754359623.4358,3444921969.80607,3395627477.45142,3564053883.49159,4178053088.6359,4818328915.49681,5329582223.84248,5613654072.54709,6192507725.47965,6609313729.21647,5916221065.02932,6566818383.30086,7713181064.07788,8186804963.31876,8498136739.25014,9226234550.7989,9019345253.78121,9456355295.65444,10212037558.4144,10656209172.6383,10641343380.1528,9530487871.90819
198,Post-demographic dividend,PST,18350048061415.1,19375773963973.8,20806405239953.9,20946807089955.8,22523178749859.1,24976744274171.0,25095170446089.6,24600447558960.6,24707800620018.8,25940385523059.6,26380608834749.3,26132147128591.1,27241373817019.2,30555902150617.9,33949747460629.3,35738107370927.6,37607826645481.3,41025496632875.3,43378274644683.2,40866971091636.2,42629950239297.4,45786834754035.7,45736830487196.8,46190856863374.7,47132834889148.1,44639629214327.1,45663052438816.6,47592585202958.4,50482183425709.6,50984176954366.5,49538687319472.3
200,Qatar,QAT,7360439423.07692,6883516483.51648,7646153983.51648,7156593653.84615,7374450769.23077,8137911978.02198,9059340384.61539,11297802115.3846,10255495027.4725,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,167775268626.374,186833502362.637,198727642967.033,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,176371267689.082,144411363345.27
201,Romania,ROU,38995454545.4545,28998684210.5263,25121666666.6667,26362894736.8421,30074440483.3837,37435317265.1254,36937074278.3004,35574916294.6429,41694118972.5101,35952781582.2083,37253259016.9976,40394824679.1232,46066101951.2933,57806506024.0964,74972669056.5922,98452791982.7024,122022997508.01,174585202805.233,214313628965.024,174103695930.213,166309355234.589,183326740143.016,170635805316.879,190801346194.297,199959363430.073,177729210874.504,188128818486.401,211695422578.655,241457403085.042,249881592298.072,248715551366.635
202,Russian Federation,RUS,516814274021.956,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347770731.787,591016690742.798,764017107992.391,989930542278.695,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1657328865709.99,1687448525466.61,1483497784867.6
